fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231124 013734	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	170	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.196474615664631	0.929092181487189	859	3603	5754	72974233.8830585	50
20231124 013940	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	363	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.254745337230542	0.255372322096583	131	29989	4497	73319500.7496252	51
20231124 014218	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	655	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.120105234314215	0.148289693224452	158	36299	5438	74056438.7806097	52
20231124 014732	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1739	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0642201481528466	0.0431742568786525	529	2968	5567	74090690.1549225	53
20231124 015215	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1472	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0530407996138293	0.471541448825556	897	47365	3877	74742659.1704148	54
20231124 015641	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2034	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0629645528922852	0.0927456468447914	419	24437	4961	74227562.7186407	55
20231124 015748	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	192	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.254527406912181	0.695354462138367	448	45473	6550	75360754.6226887	56
20231124 015946	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	62	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.189887567086912	0.988956178130939	98	4865	5099	75349318.8405797	57
20231124 020209	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	297	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.128283726663733	0.891895621770362	267	13106	4563	75709554.7226387	58
20231124 020424	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	624	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.155338962775428	0.67587250118826	51	44158	4212	76195360.3198401	59
20231124 020640	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	390	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.161679433267247	0.889651079161333	865	21892	5384	77268441.7791104	60
20231124 020812	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	38	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.298680960503863	0.867783310995586	760	11573	4666	74824696.6516742	61
20231124 021120	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	232	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.214369113239035	0.2851186957014	1001	4377	4420	72805667.1664168	62
20231124 022315	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6329	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0224487680524922	0.0404643659158466	67	12009	4748	73440221.8890555	63
20231124 022528	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	761	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.129046229472378	0.25174042025513	909	22643	4502	76164400.7996002	64
20231124 022837	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	179	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.179985172713016	0.601174703354975	322	315	5221	74441165.9170415	65
20231124 023059	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	804	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.130513336939582	0.943301835615908	1005	33065	4421	75660656.171914	66
